store_ID,store_name,post,address,hour,tel,kibo,parking
10137,BOOKOFF 公立大学前店,〒085-0061,北海道釧路市芦野4-1-2,10:00～20:00,0154-37-4648,大型店舗,40台
10138,BOOKOFF 西条中央店,〒739-0025,広島県東広島市西条中央4-1-1,09:00～22:00,082-421-3185,大型店舗,260台
10139,BOOKOFF 上田原店,〒386-1102,長野県上田市上田原722-8,10:00～20:00,0268-26-1919,中型店舗,50台
10142,BOOKOFF 尼崎東難波店,〒660-0892,兵庫県尼崎市東難波町2-11,10:00～22:00,06-6489-4129,中型店舗,65台
10145,BOOKOFF 富士宮北町店,〒418-0061,静岡県富士宮市北町21-8,10:00～22:00,0544-22-5855,大型店舗,40台
10146,BOOKOFF 近江八幡店,〒523-0032,滋賀県近江八幡市白鳥町37-1,10:00～23:00,0748-36-0473,中型店舗,46台
10148,BOOKOFF 豊橋東店,〒440-0836,愛知県豊橋市飯村町字西山25-121,10:00～21:00,0532-64-8511,中型店舗,80台
10153,BOOKOFF 上越教育大前店,〒943-0810,新潟県上越市大学前49,10:00～20:00,025-526-1484,小型店舗,40台
10154,BOOKOFF 月寒東店,〒062-0054,北海道札幌市豊平区月寒東4条11-3-1,10:00～21:00,011-857-2323,中型店舗,483台
10156,BOOKOFF コザ店,〒904-0011,沖縄県沖縄市照屋1-32-20,10:00～21:00,098-939-2461,中型店舗,33台
10157,BOOKOFF 宮崎矢の先店,〒880-0034,宮崎県宮崎市矢の先町12-1,10:00～21:00,050-1721-4340,小型店舗,33台
10158,BOOKOFF 袋井店,〒437-0064,静岡県袋井市川井1014-4,10:00～22:00,0538-43-1313,中型店舗,73台
10160,BOOKOFF 会津門田店,〒965-0848,福島県会津若松市飯寺北3丁目10番22号,10:00～22:00,0242-29-1231,小型店舗,30台
10162,BOOKOFF 大治店,〒490-1142,愛知県海部郡大治町三本木屋形193-1,10:00～21:30,052-443-7500,中型店舗,22台
10163,BOOKOFF 春日店,〒816-0855,福岡県春日市天神山7-2,10:00～20:00,092-584-5878,小型店舗,30台
10164,BOOKOFF 米子卸団地店,〒683-0853,鳥取県米子市両三柳2360-6,10:00～21:00,0859-35-3533,中型店舗,24台
10165,BOOKOFF 柏崎店,〒945-0026,新潟県柏崎市藤元町1-1,10:30～20:00,0257-21-9151,中型店舗,37台
10171,BOOKOFF 高松東バイパス店,〒761-0303,香川県高松市六条町1205-1,10:00～22:00,050-1726-0564,中型店舗,46台
10172,BOOKOFF 北方店,〒501-0461,岐阜県本巣市上真桑2218-1,10:00～21:00,058-324-5012,大型店舗,222台
10178,BOOKOFF 下郡店,〒870-0930,大分県大分市大字津留1916-1,10:00～20:00,0975-67-9201,中型店舗,28台
10180,BOOKOFF 福井二の宮店,〒910-0015,福井県福井市二の宮2-4-15,10:00～21:00,0776-28-7100,中型店舗,93台
10182,BOOKOFF 50号桐生西店,〒379-2313,群馬県みどり市笠懸町鹿3950,10:00～20:00,0277-77-2561,中型店舗,39台
10191,BOOKOFF 掛川店,〒436-0043,静岡県掛川市大池2999-1,10:00～21:30,0537-21-0510,中型店舗,14台
10192,BOOKOFF 北41条店,〒007-0841,北海道札幌市東区北四十一条東6丁目 マウンテンビル88_1Ｆ,10:00～21:00,011-721-1414,中型店舗,20台
10193,BOOKOFF 福島南店,〒960-8153,福島県福島市黒岩字浜井場10-2,10:00～22:00,024-545-8337,中型店舗,40台
10194,BOOKOFF 津島店,〒496-0045,愛知県津島市東柳原町2-51-1,10:00～21:30,0567-28-4482,大型店舗,24台
10195,BOOKOFF 鹿沼店,〒322-0021,栃木県鹿沼市上野町262-5,10:00～20:00,0289-62-7166,中型店舗,36台
10196,BOOKOFF 苫小牧見山店,〒053-0855,北海道苫小牧市見山町4-1-14,10:00～20:00,0144-76-1619,中型店舗,20台
10200,BOOKOFF 新潟河渡店,〒950-0024,新潟県新潟市東区河渡庚135-1 マーケットシティ河渡内,10:00～20:00,025-250-3061,中型店舗,1100台
10201,BOOKOFF 宗像店,〒811-3422,福岡県宗像市王丸763-2,10:00～20:00,0940-37-0997,中型店舗,140台
10202,BOOKOFF 守恒店,〒802-0971,福岡県北九州市小倉南区守恒本町2-7-5,10:00～20:00,093-964-0506,中型店舗,32台
10204,BOOKOFF 宇都宮環状鶴田店,〒320-0851,栃木県宇都宮市鶴田町1249-1,10:00～20:00,028-612-5723,中型店舗,86台
10205,BOOKOFF 岡谷若宮店,〒394-0032,長野県岡谷市若宮1-8134-2,10:00～20:00,0266-24-3131,中型店舗,32台
10208,BOOKOFF 佐久中込店,〒385-0051,長野県佐久市中込2971-1,10:00～20:00,0267-64-1811,中型店舗,42台
10209,BOOKOFF かりがね店,〒448-0011,愛知県刈谷市築地町1-3-5,10:00～21:00,0566-22-5015,小型店舗,15台
10211,BOOKOFF 国府店,〒779-3118,徳島県徳島市国府町井戸字堂ノ裏30-7,10:00～21:00,088-643-0105,中型店舗,50台
10212,BOOKOFF 宇都宮竹林店,〒321-0974,栃木県宇都宮市竹林町506-2,10:00～20:00,028-625-5349,中型店舗,20台
10213,BOOKOFF 武生店,〒915-0083,福井県越前市押田1-3-5,10:00～21:00,0778-24-4488,中型店舗,30台
10214,BOOKOFF 福生店,〒197-0013,東京都福生市武蔵野台2-31-3,10:00～21:00,042-553-7134,中型店舗,28台
10215,BOOKOFF 高松国分寺店,〒769-0101,香川県高松市国分寺町新居1371-2,10:00～22:00,050-1792-1976,中型店舗,40台
10219,BOOKOFF 沼津リコー通り店,〒410-0053,静岡県沼津市寿町23-33,10:00～22:00,055-927-2505,小型店舗,29台
10220,BOOKOFF 宜野湾店,〒901-2211,沖縄県宜野湾市宜野湾2-1-17,10:00～21:00,098-893-8114,小型店舗,37台
10222,BOOKOFF 御殿場店,〒412-0026,静岡県御殿場市東田中2-2-1,10:00～22:00,0550-81-0620,大型店舗,51台
10225,BOOKOFF PLUS 佐賀南部バイパス店,〒840-0023,佐賀県佐賀市本庄町大字袋297,10:00～20:00,0952-27-9055,大型店舗,58台
10226,BOOKOFF PLUS 浜北店,〒434-0014,静岡県浜松市浜名区本沢合805,10:00～21:30,053-584-1250,大型店舗,70台
10227,BOOKOFF 千葉ニュータウン中央店,〒270-1412,千葉県白井市桜台1-1-7 アクロスプラザ千葉ニュータウン内,10:00～20:00,047-491-5499,小型店舗,285台
10228,BOOKOFF 札幌南郷20丁目店,〒003-0022,北海道札幌市白石区南郷通20丁目南3-10,10:00～21:00,011-827-7400,中型店舗,49台
10229,BOOKOFF 恵庭バイパス店,〒061-1409,北海道恵庭市黄金南7-18-3,10:00～20:00,0123-34-4600,中型店舗,60台
10230,BOOKOFF 長野高田店,〒381-0034,長野県長野市高田1174,10:00～20:00,026-221-5454,中型店舗,500台
10234,BOOKOFF PLUS 徳島沖浜店,〒770-8052,徳島県徳島市沖浜3-24,10:00～21:00,088-626-7205,大型店舗,90台
10237,BOOKOFF 佐野店,〒327-0831,栃木県佐野市浅沼町浅沼802,10:00～20:00,0283-24-8832,小型店舗,53台
10238,BOOKOFF 北烏山店,〒157-0061,東京都世田谷区北烏山5-21-11,10:00～22:00,03-3305-2239,中型店舗,28台
10239,BOOKOFF 宮崎駅東口店,〒880-0879,宮崎県宮崎市宮崎駅東1丁目2-6,10:00～22:00,050-1721-3635,中型店舗,14台
10241,BOOKOFF 津山店,〒708-0013,岡山県津山市二宮97-1,10:00～20:00,0868-28-7266,小型店舗,17台
10242,BOOKOFF 札幌光星店,〒065-0007,北海道札幌市東区北七条東8-2-1,10:00～21:00,011-741-1446,小型店舗,48台
10244,BOOKOFF 黒磯店,〒325-0063,栃木県那須塩原市豊浦中町100-712,10:00～21:00,0287-62-4439,中型店舗,60台
10245,BOOKOFF 燕三条店,〒959-1232,新潟県燕市井土巻2-67,10:00～20:00,0256-66-1075,中型店舗,40台
10251,BOOKOFF 清水岡町店,〒424-0931,静岡県静岡市清水区岡町6-1,10:00～23:00,050-1792-8148,中型店舗,30台
10252,BOOKOFF PLUS 松本芳川店,〒399-0038,長野県松本市小屋南1-11-40,10:00～20:00,0263-85-2323,大型店舗,50台
10253,BOOKOFF 大分森町店,〒870-0127,大分県大分市森町555-1,10:00～20:00,0975-24-0337,中型店舗,30台
10255,BOOKOFF とよあけ店,〒470-1112,愛知県豊明市新田町門先11-13,10:00～21:00,0562-95-3274,中型店舗,30台
10259,BOOKOFF 静岡馬渕店,〒422-8063,静岡県静岡市駿河区馬渕3-4-6,10:00～23:00,050-1721-5634,中型店舗,37台
10265,BOOKOFF 秦野渋沢店,〒257-0015,神奈川県秦野市平沢363-3,10:00～22:00,0463-83-5100,中型店舗,44台
10266,BOOKOFF 具志川店,〒904-2213,沖縄県うるま市田場1222-1,10:00～21:00,098-982-6236,中型店舗,75台
10267,BOOKOFF 長岡川崎店,〒940-0867,新潟県長岡市豊1-608,10:00～20:00,0258-37-7892,中型店舗,200台
10268,BOOKOFF 東久留米前沢店,〒203-0054,東京都東久留米市中央町4-14-35,10:00～21:00,042-473-7660,小型店舗,25台
10271,BOOKOFF 富士本吉原店,〒417-0001,静岡県富士市今泉1-17-41,10:00～21:30,0545-55-2505,中型店舗,118台
10273,BOOKOFF 中野七瀬店,〒383-0051,長野県中野市七瀬98-3,10:00～20:00,0269-24-5001,小型店舗,33台
10275,BOOKOFF 川内店,〒895-0067,鹿児島県薩摩川内市上川内町4225-1,10:00～21:00,050-1721-7056,小型店舗,40台
10276,BOOKOFF 佐倉王子台店,〒285-0837,千葉県佐倉市王子台2-28-8,10:00～20:00,043-463-7770,小型店舗,25台
10279,BOOKOFF 四街道店,〒284-0001,千葉県四街道市大日466-32,10:00～20:00,043-309-9731,中型店舗,113台
10280,BOOKOFF 長野若槻店,〒381-0042,長野県長野市稲田1-18-4,10:00～20:00,026-258-6020,中型店舗,52台
10283,BOOKOFF 神戸伊川谷店,〒651-2113,兵庫県神戸市西区伊川谷町有瀬1345,10:00～21:00,078-978-5433,中型店舗,30台
10284,BOOKOFF 武蔵中原店,〒211-0053,神奈川県川崎市中原区上小田中6-12-1,10:00～22:00,044-739-0168,大型店舗,23台
10287,BOOKOFF フォレオ広島東店,〒732-0033,広島県広島市東区温品1-3-2,10:00～21:00,082-508-4510,大型店舗,884台
10289,BOOKOFF 浜松芳川店,〒430-0815,静岡県浜松市中央区都盛町85-1,10:00～21:00,053-425-6780,小型店舗,50台
10293,BOOKOFF 熊本健軍店,〒862-0911,熊本県熊本市東区健軍3-50-17,10:00～21:00,050-1726-2367,中型店舗,15台
10294,BOOKOFF 松山駅前店,〒790-0066,愛媛県松山市宮田町123-1,10:00～21:00,089-915-1870,中型店舗,45台
10295,BOOKOFF 那覇与儀店,〒902-0076,沖縄県那覇市字与儀372-2,10:00～21:00,098-854-1302,中型店舗,33台
10296,BOOKOFF PLUS 徳島田宮店,〒770-0004,徳島県徳島市南田宮2丁目146-1,10:00～21:00,088-679-4490,大型店舗,45台
10298,BOOKOFF 郡山昭和店,〒963-8822,福島県郡山市昭和2-2-6,10:00～20:00,024-941-7878,小型店舗,15台
10301,BOOKOFF 北九州力丸店,〒807-0802,福岡県北九州市八幡西区力丸町12-10,10:00～20:00,093-693-6370,中型店舗,28台
10304,BOOKOFF PLUS 恵那店,〒509-7201,岐阜県恵那市大井町１８０−１,10:00～20:00,0573-25-5000,大型店舗,385台
10307,BOOKOFF 三島徳倉店,〒411-0044,静岡県三島市徳倉4-36-3,10:00～21:30,055-987-0510,中型店舗,25台
10309,BOOKOFF 船橋高根木戸店,〒274-0065,千葉県船橋市高根台6-43-2,10:00～20:00,047-467-5411,小型店舗,38台
10314,BOOKOFF 敦賀木崎店,〒914-0814,福井県敦賀市木崎20-12,10:00～21:00,0770-21-9900,中型店舗,250台
10316,BOOKOFF 江南赤童子店,〒483-8227,愛知県江南市赤童子町良原81-1,10:00～20:00,0587-56-7120,中型店舗,27台
10319,BOOKOFF 福岡野多目店,〒811-1345,福岡県福岡市南区向新町2-2-33,10:00～20:00,092-564-3121,大型店舗,42台
10321,BOOKOFF 浜松初生店,〒433-8112,静岡県浜松市中央区初生町590-6,10:00～20:00,053-420-1220,中型店舗,26台
10323,BOOKOFF 熊本北部店,〒861-5521,熊本県熊本市北区鹿子木町189,10:00～21:00,050-1721-4332,中型店舗,39台
10324,BOOKOFF 滋賀草津駒井沢店,〒525-0014,滋賀県草津市駒井沢町33,10:00～21:00,077-568-8808,大型店舗,50台
10326,BOOKOFF PLUS 小諸西原店,〒384-0000,長野県小諸市丙394-1,10:00～20:00,0267-26-2828,中型店舗,43台
10328,BOOKOFF PLUS 富山黒瀬店,〒939-8216,富山県富山市黒瀬北町2-2-5,10:00～21:00,076-420-2580,大型店舗,151台
10329,BOOKOFF いわき平店,〒970-8034,福島県いわき市平上荒川砂屋戸27-3,10:00～21:00,0246-35-2890,中型店舗,40台
10331,BOOKOFF 札幌平岡店,〒004-0876,北海道札幌市清田区平岡六条1-1-15,10:00～20:00,011-881-1888,中型店舗,80台
10335,BOOKOFF 横浜十日市場店,〒226-0025,神奈川県横浜市緑区十日市場町882-1,10:00～22:00,045-982-8510,中型店舗,12台
10336,BOOKOFF 佐賀高木瀬店,〒849-0917,佐賀県佐賀市高木瀬町大字長瀬718-1,10:00～20:00,0952-34-4821,中型店舗,35台
10339,BOOKOFF PLUS 22号一宮バイパス店,〒491-0073,愛知県一宮市高畑町2-1-14,10:00～21:00,0586-23-3933,大型店舗,96台
10340,BOOKOFF 盛岡稲荷店,〒020-0142,岩手県盛岡市稲荷町1-25,10:00～20:00,019-643-0056,小型店舗,20台
10341,BOOKOFF 石川小松店,〒923-0801,石川県小松市園町ハ185-1,10:00～22:00,0761-20-5101,中型店舗,18台
10344,BOOKOFF 出雲渡橋店,〒693-0004,島根県出雲市渡橋町800-1,10:00～21:00,0853-20-7111,中型店舗,43台
10345,BOOKOFF 埼玉北坂戸店,〒350-0221,埼玉県坂戸市鎌倉町1422-1,10:00～21:00,049-282-3303,小型店舗,21台
10347,BOOKOFF 新潟竹尾店,〒950-0867,新潟県新潟市東区竹尾卸新町743-1,10:00～20:00,025-270-7001,中型店舗,30台
10348,BOOKOFF PLUS 飯田店,〒395-0804,長野県飯田市鼎名古熊2073-1,10:00～20:00,0265-48-6833,大型店舗,50台
10351,BOOKOFF 愛媛伊予三島店,〒799-0423,愛媛県四国中央市具定町字倉ノ内500-3,10:00～20:00,0896-28-1426,中型店舗,300台
10352,BOOKOFF 16号柏店,〒277-0005,千葉県柏市柏698-1,10:00～20:00,04-7162-6300,中型店舗,20台
10353,BOOKOFF 都城駅前店,〒885-0023,宮崎県都城市栄町16-17,10:00～22:00,050-1720-2354,中型店舗,20台
10354,BOOKOFF 4号栃木石橋店,〒329-0502,栃木県下野市下古山128-1,10:00～20:00,0285-53-7793,小型店舗,50台
10358,BOOKOFF 新潟関屋店,〒951-8141,新潟県新潟市中央区関新3-2-32,10:00～20:00,025-230-9303,小型店舗,60台
10359,BOOKOFF 鹿児島国分店,〒899-4332,鹿児島県霧島市国分中央1-7-31,10:00～22:00,0995-48-8889,中型店舗,14台
10360,BOOKOFF 滋賀長浜店,〒526-0021,滋賀県長浜市八幡中山町535,10:00～20:00,0749-68-1121,中型店舗,157台
10362,BOOKOFF 福岡飯倉店,〒814-0161,福岡県福岡市早良区飯倉7-32-54,10:00～20:00,092-874-2760,大型店舗,30台
10363,BOOKOFF 盛岡厨川店,〒020-0124,岩手県盛岡市厨川1-15-50,10:00～22:00,019-648-8105,小型店舗,13台
10365,BOOKOFF 旭川永山店,〒079-8415,北海道旭川市永山五条5-1-21,10:00～20:00,0166-40-2666,中型店舗,50台
10367,BOOKOFF タイヨー小松台店,〒880-0956,宮崎県宮崎市小松台南町13-1 2F,09:30～20:00,050-1722-9230,大型店舗,299台
10369,BOOKOFF 杉並方南町駅前店,〒166-0013,東京都杉並区堀ノ内1-4-2,10:00～23:00,03-5305-5543,小型店舗,なし
10370,BOOKOFF 徳島川内店,〒771-0131,徳島県徳島市川内町大松328-1,10:00～21:00,088-637-1951,中型店舗,37台
10372,BOOKOFF 六日町インター店,〒949-6681,新潟県南魚沼市余川3079,10:00～20:00,0257-78-1077,中型店舗,200台
10373,BOOKOFF 岐阜うさ店,〒500-8367,岐阜県岐阜市宇佐南1-8,10:00～21:00,058-273-8220,中型店舗,38台
10374,BOOKOFF 16号柏沼南店,〒277-0921,千葉県柏市大津ケ丘2-7-5,10:00～20:00,04-7192-4111,小型店舗,32台
10377,BOOKOFF 江別店,〒067-0064,北海道江別市上江別430-10,10:00～21:00,011-389-3899,中型店舗,300台
10383,BOOKOFF 埼玉伊奈店,〒362-0805,埼玉県北足立郡伊奈町栄4-173,10:00～21:00,048-723-2840,中型店舗,24台
10387,BOOKOFF いわき鹿島店,〒971-8141,福島県いわき市鹿島町走熊字西反町19-4,10:00～20:00,0246-28-2525,中型店舗,20台
10392,BOOKOFF 平塚駅西口店,〒254-0043,神奈川県平塚市紅谷町16-4,10:00～22:00,0463-24-2902,中型店舗,313台
10395,BOOKOFF 愛知蟹江店,〒497-0034,愛知県海部郡蟹江町蟹江本町5-118,10:00～21:30,0567-95-2135,小型店舗,23台
10398,BOOKOFF 旭川旭神店,〒078-8373,北海道旭川市旭神三条5-2,10:00～20:00,0166-66-5151,中型店舗,50台
10399,BOOKOFF 福島瀬上店,〒960-0101,福島県福島市瀬上町寺後1-1,11:00～20:00,024-552-5777,小型店舗,22台
10402,BOOKOFF 福知山駅南町店,〒620-0940,京都府福知山市駅南町2-20,10:00～22:00,0773-25-3535,中型店舗,100台
10403,BOOKOFF 札幌中の島店,〒062-0921,北海道札幌市豊平区中の島一条4-7-1,10:00～21:00,011-833-8310,中型店舗,30台
10404,BOOKOFF 朝霞台駅前店,〒351-0033,埼玉県朝霞市浜崎1-3-6,10:00～22:00,048-486-1050,小型店舗,17台
10406,BOOKOFF 赤羽駅東口店,〒115-0045,東京都北区赤羽2-49-6,10:00～22:00,03-3903-2662,小型店舗,なし
10409,BOOKOFF 川口飯塚店,〒332-0023,埼玉県川口市飯塚2-13-9,10:00～21:00,048-240-2360,中型店舗,10台
10410,BOOKOFF 松山久米店,〒790-0924,愛媛県松山市南久米町243-1,10:00～20:00,089-970-2971,中型店舗,45台
10411,BOOKOFF 川崎長沢店,〒214-0035,神奈川県川崎市多摩区長沢4-29-5,10:00～21:30,044-978-3151,中型店舗,23台
10413,BOOKOFF 横浜港南丸山台店,〒233-0013,神奈川県横浜市港南区丸山台4-3-1,10:00～22:00,045-843-4251,大型店舗,33台
10414,BOOKOFF 東大阪吉原店,〒578-0904,大阪府東大阪市吉原2-4-2,10:00～22:00,072-960-4530,中型店舗,20台
10415,BOOKOFF 十日町妻有ショッピングセンター店,〒948-0056,新潟県十日町市高田町6,10:00～20:00,025-750-5041,中型店舗,200台
10417,BOOKOFF 高岡西町店,〒933-0848,富山県高岡市西町4-25,10:00～21:00,0766-20-6722,大型店舗,97台
10421,BOOKOFF 新津店,〒956-0035,新潟県新潟市秋葉区程島1900,10:00～20:00,0250-21-2073,中型店舗,300台
10422,BOOKOFF 高知高須店,〒781-8121,高知県高知市葛島2-3-55,10:00～22:00,088-878-8900,中型店舗,66台
10429,BOOKOFF アクロスプラザ与次郎店,〒890-0062,鹿児島県鹿児島市与次郎1-7-20,10:00～20:00,050-1725-6944,大型店舗,600台
10434,BOOKOFF PLUS 福岡糸島店,〒819-1119,福岡県糸島市前原東2-1-1,10:00～20:00,092-331-1231,大型店舗,52台
10436,BOOKOFF 三条店,〒955-0082,新潟県三条市西裏館2-10-39,10:00～20:00,0256-31-1077,小型店舗,30台
10437,BOOKOFF 福井エルパプラス店,〒910-0836,福井県福井市大和田2-418 エルパプラス3F,10:00～20:00,077-643-3775,大型店舗,"3,000台"
10439,BOOKOFF 鹿児島唐湊店,〒890-0081,鹿児島県鹿児島市唐湊1-10-5,10:00～21:30,050-1721-6954,中型店舗,90台
10440,BOOKOFF 127号君津店,〒299-1173,千葉県君津市外箕輪3-6-8,10:00～20:00,0439-50-8911,中型店舗,57台
10442,BOOKOFF 堺新金岡店,〒591-8025,大阪府堺市北区長曽根町545-1,10:00～21:00,072-240-7760,中型店舗,46台
10446,BOOKOFF 一関市役所前店,〒021-0023,岩手県一関市銅谷町3-1,10:00～21:00,0191-32-4646,中型店舗,25台
10447,BOOKOFF 那覇小禄店,〒901-0154,沖縄県那覇市赤嶺2-1-7,10:00～21:00,098-840-1292,中型店舗,42台
